TrialType,CondType,Lag,T1_PA,T2_PA,T1Loc,T2Loc,PreDistractor,PostDistractor,TotalImg,cueWord,T1cue,StimLength,isi,PicFolder,Img1,Img2,Img3,Img4,Img5,Img6,Img7,Img8,Img9,Img10,Img11,Img12,Img13,Img14,Img15,Img16,Img17,T1_Identity,Practice_Trials.thisRepN,Practice_Trials.thisTrialN,Practice_Trials.thisN,Practice_Trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Practice_Ins.started,Practice_Ins.stopped,End_Prac_Ins.keys,End_Prac_Ins.rt,End_Prac_Ins.started,End_Prac_Ins.stopped,text_2.started,text_2.stopped,Fixation_Cross_2.started,Fixation_Cross_2.stopped,Rapid_Image_Present_2.started,Rapid_Image_Present_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,T1Response_2.started,T1Response_2.stopped,T2Response_2.started,T2Response_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,missingImage,text.started,text.stopped,End_Instructions.keys,End_Instructions.rt,End_Instructions.started,End_Instructions.stopped,text_1.started,text_1.stopped,Fixation_Cross.started,Fixation_Cross.stopped,Rapid_Image_Present.started,Rapid_Image_Present.stopped,T1Response.started,T1Response.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,T2Response.started,T2Response.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.940966200025287,None,space,0.36818229997879826,23.940966200025287,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missingImages,001,2022-06-15_10h08.05.892,ABstudy,2022.1.4,60.01435543483722,
AB,Lag1_T1P_T2P,1,P,P,8,9,7,5,14,Tennis racket,Did you see the Tennis racket?,0.5,0.016,JPG\,coconut,computermouse06,croissant01,deodorant02a,pillow01a,peanut01,boot02b,tennisracket,blender,crayon,eggplant,marker01a,plant01,radish01,blankImage,blankImage,blankImage,tennisracket,0,0,0,0,,,,,,,,,,,24.398497100017266,25.40177410002798,25.385002000024542,26.181800300022587,26.181800300022587,None,right,0.4546791999891866,33.187550100003136,None,33.187550100003136,None,33.66825070002233,None,right,0.18154779996257275,33.66825070002233,None,,,,,,,,,,,,,,,,,,,,,,,,,,missingImages,001,2022-06-15_10h08.05.892,ABstudy,2022.1.4,60.01435543483722,
AB,Lag1_T1P_T2P,1,P,P,6,7,5,5,12,triangle,Did you see the triangle?,0.5,0.016,JPG\,ginger,mousetrap,plum01,slipper01b,coffeebeans,triangle,blender,pants,raspberry01,rope03,scale01a,vase01,blankImage,blankImage,blankImage,blankImage,blankImage,triangle,0,1,1,1,,,,,,,,,,,33.88012000001618,34.88478080002824,34.86820590001298,35.51427490002243,35.51427490002243,None,right,0.3867845999484416,41.528322600002866,None,41.528322600002866,None,41.9345971000148,None,right,0.15707669997937046,41.9345971000148,None,resources\JPG\coffeebeans.jpg,,,,,,,,,,,,,,,,,,,,,,,,,missingImages,001,2022-06-15_10h08.05.892,ABstudy,2022.1.4,60.01435543483722,
AB,Lag5_T1P_T2P,5,P,P,7,12,6,3,15,vacuum,Did you see the vacuum?,0.5,0.016,JPG\,fork07b,lightbulb01,manshoe,saw02b,shoelace,soap03a,vacuumcleaner01,floortile01,necklace,doll,cabbage,blender,hanger02a,laptop01a,nailpolish03b,blankImage,blankImage,vacuumcleaner01,0,2,2,2,,,,,,,,,,,42.13117640002747,43.13441700002295,43.11786720002419,43.73857570000109,43.73857570000109,None,right,0.39470879995496944,51.31434910002281,None,51.31434910002281,None,51.73498190002283,None,right,0.15231239999411628,51.73498190002283,None,,,,,,,,,,,,,,,,,,,,,,,,,,missingImages,001,2022-06-15_10h08.05.892,ABstudy,2022.1.4,60.01435543483722,
AB,Lag5_T1P_T2P,5,P,P,5,10,4,5,15,Vulture,Did you see the Vulture?,0.5,0.016,JPG\,shorts01,toast,ramekin01,bib,vulture,cracker02,date,glasses01a,hat03b,blender,measuringtape01,nail,pill,brie,starfish01,blankImage,blankImage,vulture,0,3,3,3,,,,,,,,,,,51.92236039999989,52.934649600007106,52.91789330000756,53.56037099999958,53.56037099999958,None,right,0.3461492999922484,61.06640090001747,None,61.06640090001747,None,61.43449040001724,None,right,0.18627209996338934,61.43449040001724,None,resources\JPG\brie.jpg,,,,,,,,,,,,,,,,,,,,,,,,,missingImages,001,2022-06-15_10h08.05.892,ABstudy,2022.1.4,60.01435543483722,
AB,Lag5_T1P_T2P,5,P,P,5,10,4,5,15,washing machine,Did you see the washing machine?,0.5,0.016,JPG\,waterbottle03,wheel01,flashlight02b,zucchini01,washingmachine,headphones02b,nutcracker01,paintroller01,paperclip03,blender,ribbon04,tambourine01,bottleofredwine01,pitabread,pot02a,blankImage,blankImage,washingmachine,0,4,4,4,,,,,,,,,,,61.66132890002336,62.66783510000096,62.65116070001386,63.267375499999616,63.267375499999616,None,right,0.42399709997698665,70.87511600001017,None,70.87511600001017,None,71.31748310002149,None,right,0.24420209997333586,71.31748310002149,None,resources\JPG\tambourine01.jpg,,,,,,,,,,,,,,,,,,,,,,,,,missingImages,001,2022-06-15_10h08.05.892,ABstudy,2022.1.4,60.01435543483722,
AB,Lag1_T1P_T2A,1,P,A,8,9,7,5,14,flower,Did you see the flower?,0.5,0.016,JPG\,razor01,axe01,binder03b,bowl01,kettle01,lettuce,lime,plasticflower01b,mitten04,pencilcase,plunger02,strawbasket01,toothpick02,wallet02a,blankImage,blankImage,blankImage,plasticflower01b,0,5,5,5,,,,,,,,,,,71.59412630001316,72.60073090001242,72.58399650000501,73.19476190002752,73.19476190002752,None,right,0.6242145999567583,80.29726330001722,None,80.29726330001722,None,80.95084960001986,None,right,0.15348839995567687,80.95084960001986,None,resources\JPG\pencilcase.jpg,,,,,,,,,,,,,,,,,,,,,,,,,missingImages,001,2022-06-15_10h08.05.892,ABstudy,2022.1.4,60.01435543483722,
AB,Lag1_T1P_T2A,1,P,A,5,6,4,5,11,Webcam,Did you see the Webcam?,0.5,0.016,JPG\,pictureframe04,stapleremover,straw,adjustablewrench01b,webcam,cane,hairdryer02a,icepack,kiwi01a,lifejacket,piggybank,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,webcam,0,6,6,6,,,,,,,,,,,81.14043140001013,82.1508090000134,82.13432970002759,82.77087260002736,82.77087260002736,None,right,0.3702843999490142,88.34274880000157,None,88.34274880000157,None,88.73390460002702,None,right,0.16174539999337867,88.73390460002702,None,resources\JPG\kiwi01a.jpg,,,,,,,,,,,,,,,,,,,,,,,,,missingImages,001,2022-06-15_10h08.05.892,ABstudy,2022.1.4,60.01435543483722,
AB,Lag5_T1P_T2A,5,P,A,6,11,5,5,16,Wheat,Did you see the Wheat?,0.5,0.016,JPG\,bottleopener01,dentalfloss03b,cooler01,icecreamcone01a,cup01,wheat,pencilsharpener02a,plasticbasket01a,toycar04,apricot,hairclip02,rock01a,honeydewmelon,antenna,blackberry,cardboardbox,blankImage,wheat,0,7,7,7,,,,,,,,,,,88.91876250001951,89.9340033000044,89.9174976000213,90.53166150001925,90.53166150001925,None,right,0.4563870999845676,98.75896270002704,None,98.75896270002704,None,99.23358080000617,None,right,0.17507209998439066,99.23358080000617,None,resources\JPG\cup01.jpg,,,,,,,,,,,,,,,,,,,,,,,,,missingImages,001,2022-06-15_10h08.05.892,ABstudy,2022.1.4,60.01435543483722,
AB,Lag5_T1P_T2A,5,P,A,6,11,5,5,16,bread,Did you see the bread?,0.5,0.016,JPG\,cleaver01,clipboard,dustpan,hikingshoe01,notebook03a,baguette01,playingcard,pliers02b,raisins,rollingpin01a,swimgoggles,wineglass01,fryingpan02a,safetypin,syringe01,thimble,blankImage,baguette01,0,8,8,8,,,,,,,,,,,99.43348440001137,100.43360600000597,100.41681010002503,101.09606020001229,101.09606020001229,None,right,0.40857459997641854,109.09426450001774,None,109.09426450001774,None,109.5336999000283,None,right,0.17075989994918928,109.5336999000283,None,resources\JPG\raisins.jpg,,,,,,,,,,,,,,,,,,,,,,,,,missingImages,001,2022-06-15_10h08.05.892,ABstudy,2022.1.4,60.01435543483722,
AB,Lag5_T1A_T2P,5,A,P,6,11,5,3,14,dog,Did you see the dog?,0.5,0.016,JPG\,bucket01a,doorlock,cookiecutter,fireextinguisher01,gluestick,highlighter02b,sportbag,spraybottle01,suitcase,thread02,blender,walnut01c,icecubetray01a,toycow,blankImage,blankImage,blankImage,None,0,9,9,9,,,,,,,,,,,109.73754810000537,110.75023060000967,110.73376320002717,111.37191480002366,111.37191480002366,None,right,6.802461799961748,118.25011880000238,None,118.25011880000238,119.24998930000584,125.08335290002287,None,right,0.1668680999719072,125.08335290002287,None,resources\JPG\toycow.jpg,,,,,,,,,,,,,,,,,,,,,,,,,missingImages,001,2022-06-15_10h08.05.892,ABstudy,2022.1.4,60.01435543483722,
AB,Lag1_T1A_T2A,1,A,A,8,9,7,3,12,Moose,Did you see the Moose?,0.5,0.016,JPG\,clothespin03b,corkscrew03a,drillbit03a,fusilli03a,needlenosepliers01,perfume01a,pistachio,scrubbingbrush05b,spatula03,toothpaste,toyelephant,toydinosaur,blankImage,blankImage,blankImage,blankImage,blankImage,None,0,10,10,10,,,,,,,,,,,125.27381130002323,126.2833382000099,126.26662230002694,126.90062620001845,126.90062620001845,None,right,0.41116899996995926,132.89931480001542,None,132.89931480001542,None,133.33314550001523,None,right,0.1730099999695085,133.33314550001523,None,resources\JPG\toyelephant.jpg,,,,,,,,,,,,,,,,,,,,,,,,,missingImages,001,2022-06-15_10h08.05.892,ABstudy,2022.1.4,60.01435543483722,
AB,Lag5_T1A_T2A,5,A,A,6,11,5,5,16,castle,Did you see the castle?,0.5,0.016,JPG\,tape02a,englishmuffin,flask,ladle02a,deskchair01,peach01,plasticflower01a,squeegee01b,telephone01b,whisk,lunchbox01,syringe02,baguette01,bicyclehelmet,box01,coffeepot03a,blankImage,None,0,11,11,11,,,,,,,,,,,133.5357200000144,134.55005600000732,134.53335170002538,135.1809933000186,135.1809933000186,None,right,1.075039499963168,143.1877960000129,None,143.1877960000129,144.19982500001788,144.28319159999955,None,right,0.1771908999653533,144.28319159999955,None,resources\JPG\box01.jpg,,,,,,,,,,,,,,,,,,,,,,,,,missingImages,001,2022-06-15_10h08.05.892,ABstudy,2022.1.4,60.01435543483722,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.48317110000062,None,space,2.407508299947949,144.48317110000062,None,,,,,,,,,,,,,,,,,,,missingImages,001,2022-06-15_10h08.05.892,ABstudy,2022.1.4,60.01435543483722,
AB,Lag1_T1P_T2P,1,P,P,8,9,7,5,14,giraffe,Did you see the giraffe?,0.1,0.016,JPG\,pencil01,foosballtable,banana01,lipstick02a,toaster01,grape01,key01,giraffe,blender,pineapple01a,strawberry,teabag,dandelion,paintbrush01,blankImage,blankImage,blankImage,giraffe,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.7583980000054,148.7662762000109,148.74958520001383,149.42337520001456,149.42337520001456,None,150.77537810002104,None,right,0.8484766999899875,150.77537810002104,None,151.64955430000555,None,right,0.23222779997740872,151.64955430000555,None,missingImages,001,2022-06-15_10h08.05.892,ABstudy,2022.1.4,60.01435543483722,
AB,Lag1_T1P_T2P,1,P,P,6,7,5,5,12,owl,Did you see the owl?,0.1,0.016,JPG\,paintbrush01,eraser,medal02b,hammer01,speaker04,greathornowl,blender,comb02a,plate01b,clock01a,button01,globe,blankImage,blankImage,blankImage,blankImage,blankImage,greathornowl,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.90844410000136,152.91664210002637,152.8831675000256,153.50736510002753,153.50736510002753,None,154.75737620002474,None,right,0.6644634999684058,154.75737620002474,None,155.44987650000257,None,right,0.21517239997047,155.44987650000257,None,missingImages,001,2022-06-15_10h08.05.892,ABstudy,2022.1.4,60.01435543483722,
AB,Lag1_T1P_T2P,1,P,P,6,7,5,3,10,handcuffs,Did you see the handcuffs?,0.1,0.016,JPG\,sewingmachine01a,scarf,carrot01,book01b,eraser,handcuffs,blender,lipstick02a,printer02,garlic01a,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,handcuffs,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.7330868000281,156.7331365000282,156.7331365000282,157.367536500009,157.367536500009,None,158.38537190001807,None,right,0.6852486999996472,158.38537190001807,None,159.0995380000095,None,right,0.21663509996142238,159.0995380000095,None,missingImages,001,2022-06-15_10h08.05.892,ABstudy,2022.1.4,60.01435543483722,
AB,Lag1_T1P_T2P,1,P,P,7,8,6,5,13,horse,Did you see the horse?,0.1,0.016,JPG\,watermelon01,pencil01,microscope,blueberry01,computerkeyboard02,lamp04a,horse,blender,sock01a,key01,binoculars01b,cauliflower01,ashtray01,blankImage,blankImage,blankImage,blankImage,horse,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.332739400008,160.33288230001926,160.31616810002015,160.96499040001072,160.96499040001072,None,162.3026526000176,None,right,0.6934148999862373,162.3026526000176,None,163.01610060001258,None,right,0.25137199996970594,163.01610060001258,None,missingImages,001,2022-06-15_10h08.05.892,ABstudy,2022.1.4,60.01435543483722,
AB,Lag1_T1P_T2P,1,P,P,6,7,5,5,12,snowman,Did you see the snowman?,0.1,0.016,JPG\,comb02a,watch02a,scissors01,dice05a,tableknife02,snowman,blender,printer02,dandelion,spoon01,ashtray01,battery02b,blankImage,blankImage,blankImage,blankImage,blankImage,snowman,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.30588200001512,164.3160360000038,164.29940810002154,164.91883580002468,164.91883580002468,None,166.21911670002737,None,right,0.6292394999763928,166.21911670002737,None,166.86629480001284,None,right,0.21881799996481277,166.86629480001284,None,missingImages,001,2022-06-15_10h08.05.892,ABstudy,2022.1.4,60.01435543483722,
AB,Lag1_T1P_T2P,1,P,P,5,6,4,5,11,squirrel,Did you see the squirrel?,0.1,0.016,JPG\,pencil01,orange,clock01a,sponge01,squirrel,blender,lipstick02a,strawberry,book01b,mushroom01,envelope03a,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,squirrel,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.13205540002673,168.13265890002367,168.13265890002367,168.73490730000776,168.73490730000776,None,169.95861890001106,None,right,0.6259136999724433,169.95861890001106,None,170.61635250001564,None,right,0.24851489995489828,170.61635250001564,None,missingImages,001,2022-06-15_10h08.05.892,ABstudy,2022.1.4,60.01435543483722,
AB,Lag1_T1P_T2P,1,P,P,7,8,6,4,12,zipper,Did you see the zipper?,0.1,0.016,JPG\,sandal,fan,printer02,cellphone,mushroom01,candle08b,zipper,blender,lamp04a,hammer01,teabag,stapler03a,blankImage,blankImage,blankImage,blankImage,blankImage,zipper,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,resources\JPG\zipper.jpg,,,,,,,170.9037202000036,171.9161781000148,171.89952100001392,172.53675890000886,172.53675890000886,None,173.8154557000089,None,right,0.6365725999639835,173.8154557000089,None,174.48254930000985,None,right,0.2750295999867376,174.48254930000985,None,missingImages,001,2022-06-15_10h08.05.892,ABstudy,2022.1.4,60.01435543483722,
AB,Lag1_T1P_T2P,1,P,P,8,9,7,4,13,bowling ball,Did you see the bowling ball?,0.1,0.016,JPG\,dandelion,pineapple01a,broom01,pen04b,sock01a,sandal,foosballtable,bowlingball,blender,toothbrush03b,celery,candle08b,tennisball01b,blankImage,blankImage,blankImage,blankImage,bowlingball,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.78546110002208,175.79919910000172,175.78258280002046,176.39559379999992,176.39559379999992,None,177.81881410002825,None,right,0.46496859996113926,177.81881410002825,None,178.31580800001393,None,right,0.17681909998646006,178.31580800001393,None,missingImages,001,2022-06-15_10h08.05.892,ABstudy,2022.1.4,60.01435543483722,
AB,Lag1_T1P_T2P,1,P,P,6,7,5,4,11,bowling pin,Did you see the bowling pin?,0.1,0.016,JPG\,strawberry,leaf02a,clock04,candle01,avocado01,bowlingpin,blender,brownsugar,ring01,lemon02,fork03c,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,bowlingpin,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.51878540002508,179.53258460000507,179.5160606999998,180.14349440002115,180.14349440002115,None,181.27479730002233,None,right,0.6010659999737982,181.27479730002233,None,181.89912800001912,None,right,0.20634559995960444,181.89912800001912,None,missingImages,001,2022-06-15_10h08.05.892,ABstudy,2022.1.4,60.01435543483722,
AB,Lag1_T1P_T2P,1,P,P,5,6,4,5,11,candy cane,Did you see the candy cane?,0.1,0.016,JPG\,shirt02,match,screw02,foosballtable,candycane01a,blender,sewingmachine01a,watch02a,button01,comb02a,dice05a,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,candycane01a,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.13222360002692,183.1323000000266,183.1323000000266,183.76051250001183,183.76051250001183,None,184.88935900002252,None,right,0.8560823999869172,184.88935900002252,None,185.76578610000433,None,right,0.2871822999732103,185.76578610000433,None,missingImages,001,2022-06-15_10h08.05.892,ABstudy,2022.1.4,60.01435543483722,
AB,Lag1_T1P_T2P,1,P,P,5,6,4,3,9,dolphin,Did you see the dolphin?,0.1,0.016,JPG\,coffeemaker,belt02a,rice,screwdriver04b,dolphin01,blender,candle08b,pear01,feather03a,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,dolphin01,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.08372690001852,187.09905920000165,187.08241090000956,187.71229280001717,187.71229280001717,None,188.65542270001606,None,right,0.7805869999865536,188.65542270001606,None,189.4656598000147,None,right,0.22679899996728636,189.4656598000147,None,missingImages,001,2022-06-15_10h08.05.892,ABstudy,2022.1.4,60.01435543483722,
AB,Lag1_T1P_T2P,1,P,P,5,6,4,3,9,camel,Did you see the camel?,0.1,0.016,JPG\,iron01b,brick,broccoli01a,balloon01b,dromedary,blender,sandal,teabag,scissors01,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,dromedary,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.71673280000687,190.73230760000297,190.71556540002348,191.33116750000045,191.33116750000045,None,192.36469810002018,193.3656147000147,right,1.0648210999788716,192.36469810002018,None,193.44896680000238,None,right,0.18027219997020438,193.44896680000238,None,missingImages,001,2022-06-15_10h08.05.892,ABstudy,2022.1.4,60.01435543483722,
